id,n_epochs,logerr_slope,logerr_intercept,logerr_r2,err_first,err_last,logerr_first,logerr_last,auc_logerr,plateau_logerr,t50,base_err,base_epoch,fit_difficulty,split
mb-log-kvrh-01567,100.0,8.870533523289269e-05,0.3564704707694403,0.0009887583553801482,3.0842094,1.4692378044128418,1.1262953554710686,0.3847437727296525,0.35336215780094304,0.3756693814129724,1.0,3.0842094,0.0,-0.3315994581671969,test
mb-log-kvrh-06569,100.0,-0.0001235205139288462,0.12837552869367608,0.0018415685688795147,2.342859,1.1187556982040405,0.8513719827257412,0.11221709289919893,0.11599338736912969,0.12156906151711687,1.0,2.342859,0.0,-0.7807490698640279,test
mb-log-kvrh-03012,100.0,-0.00040694362237317854,0.49769176090829476,0.026917116969360944,3.203861,1.57228684425354,1.164356648115354,0.4525311546205862,0.47099145488043653,0.4733804117721518,1.0,3.203861,0.0,-0.14509205088539842,test
mb-log-kvrh-07547,100.0,-0.0003874980789848183,0.43373962366999147,0.02298413420937373,3.0756097,1.5063652992248535,1.1235031612784612,0.4096996691689586,0.4078636156882113,0.4071980825498671,1.0,3.0756097,0.0,-0.2627586066690793,test
mb-log-kvrh-05728,100.0,-0.00036318354226596287,0.7799095705943803,0.0221439379167101,4.217958,2.1298484802246094,1.4393511270520771,0.7560508458414307,0.7546582549751346,0.7578865247935584,2.0,4.217958,0.0,0.4171689242996635,test
mb-log-kvrh-10639,100.0,-0.0005290033234331663,0.13997161960259144,0.029752425757051948,2.4411156,1.0751686096191406,0.8924551520262843,0.0724775047387604,0.10750873425384506,0.09539556173078945,1.0,2.4411156,0.0,-0.8186572785051986,test
mb-log-kvrh-03394,100.0,-0.0006692160626335931,0.6579580499712955,0.07866279426787004,3.6346693,1.846747875213623,1.2905181329819102,0.6134261922865515,0.6181302652348477,0.6092498145281324,8.0,3.6346693,0.0,0.45565266716959674,test
mb-log-kvrh-01164,100.0,-0.0008464451526976755,1.649468957579731,0.1195260012978715,8.684631,4.805436134338379,2.1615549128952956,1.5697478071559532,1.6008311280508303,1.5853056775433085,100.0,8.684631,0.0,6.818052795087118,test
mb-log-kvrh-07840,100.0,-0.0006040624794191897,0.6483665634509722,0.06178979428292253,3.6488395,1.7726080417633057,1.294409174574225,0.5724519376582875,0.611841696718914,0.600814914653685,2.0,3.6488395,0.0,0.14157576196412316,test
mb-log-kvrh-04445,100.0,-0.0003971239802879007,0.3505146203920878,0.018128527815305606,3.1232815,1.3832522630691528,1.1388842151286653,0.3244374460762448,0.32253174976293303,0.3368609011507525,1.0,3.1232815,0.0,-0.397359397899203,test
mb-log-kvrh-08420,100.0,-0.0004475308575380822,0.8398393440990845,0.032563966690845936,4.518843,2.268240451812744,1.5082559898389727,0.819004403972347,0.8104199197900513,0.809568796062387,2.0,4.518843,0.0,0.5124392014878489,test
mb-log-kvrh-09349,100.0,0.00018400582132620225,0.4852978435406679,0.004520941315271587,3.3318453,1.6077473163604736,1.203526297656668,0.4748340230617582,0.48755876561652467,0.5072692738621645,1.0,3.3318453,0.0,-0.09308796860137589,test
mb-log-kvrh-07163,100.0,-0.00010664983073736257,0.3025771731936636,0.0014819260309013593,2.8681517,1.3579750061035156,1.0536678188278907,0.3059946313999,0.29009697115566985,0.30620219888162836,1.0,2.8681517,0.0,-0.453538156207723,test
mb-log-kvrh-05690,100.0,-0.000329893189513153,0.304410250179952,0.013685399454641645,2.874979,1.3278130292892456,1.056045373353097,0.2835332574755546,0.2810695378829079,0.27956781555802634,1.0,2.874979,0.0,-0.49231977429410234,test
mb-log-kvrh-00093,100.0,-0.0002535611437228201,0.6693324346580376,0.012263923936831733,3.6406586,1.8861042261123657,1.2921646020947453,0.6345134510362884,0.6503171531381227,0.6563574747326006,100.0,3.6406586,0.0,5.132734526880528,test
mb-log-kvrh-00883,100.0,-0.0002206329508083023,0.5241213897505118,0.00781503106480963,3.3534958,1.6576542854309082,1.2100033271159916,0.5054035279947618,0.5061688383583219,0.512764428479273,1.0,3.3534958,0.0,-0.07632099109716685,test
mb-log-kvrh-07865,100.0,-0.0005388542284264056,0.906696577643358,0.04661326441267721,4.817537,2.390075206756592,1.5722628036847628,0.8713248368944764,0.87263609288311,0.8747278660304288,4.0,4.817537,0.0,0.7283201788478499,test
mb-log-kvrh-05923,100.0,0.00013922671165597227,0.004294621755228474,0.0017639676890679468,2.360989,1.0334502458572388,0.8590806032852571,0.032902967251504454,0.0036237153522859487,0.01952500764418867,1.0,2.360989,0.0,-0.9700441240007593,test
mb-log-kvrh-02904,100.0,0.0010624603218356884,0.21074595586994208,0.08631834687076068,2.8547504,1.3351492881774902,1.0489844172198919,0.2890431194400917,0.2557529290246327,0.3131378611423951,1.0,2.8547504,0.0,-0.4626453004641574,test
mb-log-kvrh-03828,100.0,0.00035387119205794297,0.5222210379721348,0.014600085077986047,3.5987525,1.681253433227539,1.2805872604084025,0.5195396123822951,0.5324351938351709,0.5688713031862453,1.0,3.5987525,0.0,0.00916913291142887,test
mb-log-kvrh-01032,100.0,-0.0004615998334751253,0.24398202483023768,0.023828901121128787,2.7859979,1.24545419216156,1.0246061251778638,0.21950028439896704,0.2136333760021458,0.20936564487925352,1.0,2.7859979,0.0,-0.6173813609612236,test
mb-log-kvrh-00102,100.0,-0.0005756433236018458,0.9298764193955038,0.057559547016018175,4.7720037,2.424990653991699,1.5627662816871697,0.8858276744817054,0.8942589465681613,0.8928523094439492,8.0,4.7720037,0.0,0.9628127759664664,test
mb-log-kvrh-01133,100.0,-0.0003569724261480096,0.7375625170357597,0.02031855499622426,4.108059,2.031771421432495,1.412950656617474,0.7089080388581237,0.7126127273562352,0.7247394764585533,2.0,4.108059,0.0,0.3527781400765819,test
mb-log-kvrh-04331,100.0,0.00014011527461896533,0.48804333040058623,0.0028038074479069808,3.1053855,1.5913074016571045,1.133137865488483,0.464555949834607,0.48936522420227413,0.5021923595707478,1.0,3.1053855,0.0,-0.09863418820337408,test
mb-log-kvrh-03884,100.0,-0.0005338342837070419,0.5857466462564863,0.04907695300897974,3.4263523,1.7051279544830322,1.2314962288238434,0.5336401604019002,0.5526876125407233,0.5507913600150052,4.0,3.4263523,0.0,0.1466508573804998,test
